Date,Order_id,Product
07/01/18,15,cheeses
07/01/18,15,paper towels
07/01/18,15,paper towels
07/01/18,15,juice
07/01/18,15,aluminum foil
07/01/18,15,fruits
07/01/18,15,butter
07/01/18,15,sandwich loaves
07/01/18,15,tortillas
07/01/18,15,spaghetti sauce
07/01/18,15,hand soap
08/01/18,16,sugar
08/01/18,16,sandwich bags
08/01/18,16,flour
08/01/18,16,juice
08/01/18,16,milk
08/01/18,16,paper towels
08/01/18,16,cereals
08/01/18,16,sandwich bags
08/01/18,16,pasta
08/01/18,16,soda
08/01/18,16,dishwashing liquid/detergent
08/01/18,16,ice cream
08/01/18,16,soap
08/01/18,16,cheeses
08/01/18,16,beef
08/01/18,16,flour
08/01/18,16,dinner rolls
08/01/18,17,milk
08/01/18,17,hand soap
08/01/18,17,pasta
08/01/18,17,individual meals
08/01/18,17,spaghetti sauce
08/01/18,17,cereals
08/01/18,17,sandwich loaves
08/01/18,17,hand soap
08/01/18,17,individual meals
08/01/18,18,sandwich bags
08/01/18,18,toilet paper
08/01/18,18,bagels
08/01/18,18,shampoo
08/01/18,18,coffee/tea
09/01/18,19,individual meals
09/01/18,19,laundry detergent
09/01/18,19,coffee/tea
09/01/18,19,eggs
09/01/18,19,aluminum foil
09/01/18,19,beef
09/01/18,19,juice
09/01/18,19,flour
09/01/18,19,sugar
09/01/18,19,individual meals
09/01/18,19,waffles
09/01/18,19,bagels
09/01/18,19,coffee/tea
09/01/18,19,spaghetti sauce
09/01/18,19,butter
09/01/18,19,beef
10/01/18,20,shampoo
10/01/18,20,dishwashing liquid/detergent
10/01/18,20,yogurt
10/01/18,20,juice
10/01/18,20,sugar
10/01/18,20,soap
10/01/18,20,sandwich loaves
10/01/18,20,butter
10/01/18,20,sandwich loaves
10/01/18,20,coffee/tea
10/01/18,20,ketchup
10/01/18,20,aluminum foil
10/01/18,20,dishwashing liquid/detergent
10/01/18,20,mixes
10/01/18,20,laundry detergent
10/01/18,20,shampoo
10/01/18,20,cheeses
10/01/18,20,tortillas
10/01/18,20,toilet paper
10/01/18,20,hand soap
10/01/18,20,paper towels
10/01/18,20,beef
10/01/18,20,individual meals
10/01/18,20,toilet paper
10/01/18,20,soda
10/01/18,20,cheeses
10/01/18,20,aluminum foil
10/01/18,20,toilet paper
10/01/18,20,soap
10/01/18,20,poultry
10/01/18,20,aluminum foil
11/01/18,21,waffles
11/01/18,21,fruits
11/01/18,21,all- purpose
11/01/18,21,pork
11/01/18,21,juice
11/01/18,21,bagels
11/01/18,21,mixes
11/01/18,22,cheeses
11/01/18,22,cereals
11/01/18,22,sugar
11/01/18,22,bagels
11/01/18,22,soda
11/01/18,23,aluminum foil
11/01/18,23,bagels
11/01/18,23,shampoo
11/01/18,23,shampoo
11/01/18,23,dishwashing liquid/detergent
11/01/18,23,cereals
11/01/18,23,cheeses
11/01/18,23,flour
11/01/18,23,lunch meat
11/01/18,23,pasta
11/01/18,23,soda
11/01/18,23,toilet paper
11/01/18,23,poultry
11/01/18,23,coffee/tea
11/01/18,23,flour
11/01/18,23,all- purpose
11/01/18,23,waffles
11/01/18,23,coffee/tea
11/01/18,23,milk
11/01/18,23,yogurt
11/01/18,23,mixes
11/01/18,23,pasta
11/01/18,23,dishwashing liquid/detergent
11/01/18,23,dishwashing liquid/detergent
11/01/18,23,dishwashing liquid/detergent
11/01/18,24,fruits
11/01/18,24,all- purpose
11/01/18,24,pasta
11/01/18,24,cheeses
11/01/18,24,juice
11/01/18,24,sandwich bags
11/01/18,24,sandwich loaves
11/01/18,24,coffee/tea
11/01/18,24,juice
11/01/18,24,lunch meat
11/01/18,24,spaghetti sauce
11/01/18,24,paper towels
11/01/18,24,hand soap
11/01/18,24,soap
11/01/18,24,ice cream
11/01/18,24,individual meals
11/01/18,24,ketchup
11/01/18,24,butter
11/01/18,24,poultry
11/01/18,24,cheeses
11/01/18,24,bagels
11/01/18,24,all- purpose
11/01/18,24,ketchup
11/01/18,24,waffles
11/01/18,24,soap
11/01/18,25,bagels
11/01/18,25,sugar
11/01/18,25,pork
11/01/18,25,sandwich loaves
11/01/18,25,tortillas
11/01/18,25,ice cream
11/01/18,25,all- purpose
11/01/18,25,yogurt
11/01/18,25,fruits
11/01/18,25,pasta
11/01/18,25,lunch meat
11/01/18,25,dishwashing liquid/detergent
11/01/18,25,juice
12/01/18,26,fruits
12/01/18,26,sandwich loaves
12/01/18,26,coffee/tea
12/01/18,26,aluminum foil
12/01/18,26,shampoo
12/01/18,26,cereals
12/01/18,26,dinner rolls
12/01/18,26,coffee/tea
12/01/18,26,poultry
12/01/18,26,butter
12/01/18,26,juice
12/01/18,26,paper towels
12/01/18,26,beef
12/01/18,26,mixes
12/01/18,26,lunch meat
12/01/18,26,bagels
12/01/18,26,tortillas
12/01/18,26,aluminum foil
12/01/18,26,individual meals
12/01/18,26,beef
12/01/18,26,juice
12/01/18,26,soda
12/01/18,26,hand soap
12/01/18,26,dinner rolls
12/01/18,26,flour
12/01/18,26,poultry
12/01/18,26,sandwich loaves
12/01/18,26,sugar
12/01/18,26,yogurt
13/01/18,27,laundry detergent
13/01/18,27,pork
13/01/18,27,pasta
13/01/18,27,cheeses
13/01/18,27,fruits
13/01/18,27,sugar
13/01/18,27,lunch meat
13/01/18,27,laundry detergent
13/01/18,27,paper towels
13/01/18,27,butter
13/01/18,27,sandwich loaves
13/01/18,27,ice cream
13/01/18,27,waffles
13/01/18,27,all- purpose
13/01/18,27,sandwich bags
13/01/18,27,lunch meat
13/01/18,27,sandwich loaves
13/01/18,27,poultry
13/01/18,27,shampoo
13/01/18,27,dinner rolls
13/01/18,27,milk
13/01/18,27,soda
13/01/18,27,mixes
13/01/18,28,pork
13/01/18,28,bagels
13/01/18,28,poultry
13/01/18,28,pasta
13/01/18,28,butter
13/01/18,28,all- purpose
13/01/18,28,pasta
13/01/18,28,shampoo
13/01/18,28,sugar
13/01/18,28,ketchup
13/01/18,28,eggs
13/01/18,28,soda
13/01/18,28,tortillas
13/01/18,28,soap
13/01/18,28,individual meals
13/01/18,28,ketchup
13/01/18,28,butter
13/01/18,28,mixes
13/01/18,28,juice
13/01/18,28,lunch meat
13/01/18,28,cereals
13/01/18,28,waffles
13/01/18,28,shampoo
13/01/18,28,shampoo
13/01/18,28,toilet paper
13/01/18,28,poultry
13/01/18,28,lunch meat
13/01/18,29,pasta
13/01/18,29,butter
13/01/18,29,sandwich loaves
13/01/18,29,spaghetti sauce
13/01/18,29,juice
13/01/18,29,dinner rolls
13/01/18,29,all- purpose
13/01/18,29,pork
13/01/18,29,yogurt
13/01/18,29,spaghetti sauce
14/01/18,30,flour
14/01/18,30,bagels
14/01/18,30,cheeses
14/01/18,30,sandwich loaves
14/01/18,30,toilet paper
15/01/18,31,aluminum foil
15/01/18,31,eggs
15/01/18,31,ice cream
15/01/18,31,pasta
15/01/18,31,juice
15/01/18,31,waffles
15/01/18,31,shampoo
15/01/18,31,dinner rolls
15/01/18,31,soda
15/01/18,31,laundry detergent
15/01/18,31,hand soap
15/01/18,31,waffles
15/01/18,31,cereals
15/01/18,31,toilet paper
15/01/18,31,individual meals
15/01/18,31,yogurt
15/01/18,31,spaghetti sauce
15/01/18,31,ice cream
15/01/18,31,soda
15/01/18,31,lunch meat
15/01/18,31,paper towels
15/01/18,32,soap
15/01/18,32,paper towels
15/01/18,32,individual meals
15/01/18,32,dinner rolls
15/01/18,32,lunch meat
15/01/18,32,sugar
15/01/18,32,soap
15/01/18,32,eggs
15/01/18,32,beef
15/01/18,32,yogurt
15/01/18,32,soda
15/01/18,32,sandwich loaves
15/01/18,32,aluminum foil
15/01/18,32,dinner rolls
15/01/18,32,soap
15/01/18,32,cheeses
15/01/18,32,sandwich loaves
15/01/18,32,ice cream
15/01/18,32,ketchup
15/01/18,33,sandwich loaves
15/01/18,33,pork
15/01/18,33,sandwich bags
15/01/18,33,ketchup
15/01/18,33,coffee/tea
15/01/18,33,soda
15/01/18,33,poultry
15/01/18,33,pasta
15/01/18,33,all- purpose
15/01/18,33,coffee/tea
15/01/18,33,paper towels
15/01/18,33,individual meals
15/01/18,33,poultry
15/01/18,33,flour
15/01/18,33,aluminum foil
15/01/18,33,soap
15/01/18,33,yogurt
15/01/18,33,mixes
15/01/18,33,soda
16/01/18,34,lunch meat
16/01/18,34,mixes
16/01/18,34,soap
16/01/18,34,hand soap
16/01/18,34,tortillas
16/01/18,34,coffee/tea
16/01/18,34,cheeses
16/01/18,34,tortillas
16/01/18,34,cheeses
16/01/18,34,ice cream
16/01/18,34,tortillas
16/01/18,34,beef
16/01/18,34,yogurt
16/01/18,34,spaghetti sauce
16/01/18,34,soda
16/01/18,34,eggs
16/01/18,35,aluminum foil
16/01/18,35,cheeses
16/01/18,35,cereals
16/01/18,35,mixes
16/01/18,35,laundry detergent
16/01/18,35,juice
16/01/18,35,pork
16/01/18,35,bagels
16/01/18,35,sandwich loaves
16/01/18,35,yogurt
16/01/18,35,milk
16/01/18,35,sandwich loaves
16/01/18,35,spaghetti sauce
16/01/18,35,cereals
16/01/18,35,individual meals
16/01/18,35,eggs
17/01/18,36,soap
17/01/18,36,lunch meat
17/01/18,36,flour
17/01/18,36,juice
17/01/18,36,yogurt
17/01/18,36,shampoo
17/01/18,36,spaghetti sauce
17/01/18,36,ketchup
17/01/18,36,laundry detergent
17/01/18,36,dinner rolls
17/01/18,36,ketchup
17/01/18,36,shampoo
17/01/18,36,sugar
17/01/18,36,flour
17/01/18,36,sandwich bags
17/01/18,36,paper towels
17/01/18,36,pork
17/01/18,36,butter
17/01/18,36,dinner rolls
17/01/18,36,pork
17/01/18,36,all- purpose
17/01/18,36,hand soap
17/01/18,36,sandwich bags
17/01/18,36,all- purpose
17/01/18,37,fruits
17/01/18,37,lunch meat
17/01/18,37,dinner rolls
17/01/18,37,shampoo
17/01/18,37,hand soap
17/01/18,37,mixes
17/01/18,37,pasta
17/01/18,37,sugar
17/01/18,38,eggs
17/01/18,38,hand soap
17/01/18,38,dinner rolls
17/01/18,38,hand soap
17/01/18,38,lunch meat
17/01/18,38,laundry detergent
17/01/18,38,pasta
17/01/18,38,aluminum foil
17/01/18,38,toilet paper
17/01/18,38,cereals
17/01/18,38,coffee/tea
17/01/18,38,toilet paper
17/01/18,38,juice
17/01/18,38,lunch meat
17/01/18,38,soda
17/01/18,38,pork
17/01/18,38,fruits
17/01/18,38,spaghetti sauce
17/01/18,38,laundry detergent
17/01/18,38,butter
17/01/18,38,tortillas
17/01/18,38,individual meals
17/01/18,38,aluminum foil
17/01/18,38,toilet paper
17/01/18,38,poultry
17/01/18,38,toilet paper
17/01/18,38,toilet paper
18/01/18,39,coffee/tea
18/01/18,39,milk
18/01/18,39,dinner rolls
18/01/18,39,beef
18/01/18,39,coffee/tea
18/01/18,39,waffles
18/01/18,39,beef
18/01/18,39,eggs
18/01/18,39,sandwich bags
18/01/18,39,tortillas
18/01/18,39,tortillas
18/01/18,39,all- purpose
18/01/18,39,yogurt
18/01/18,39,cheeses
18/01/18,39,mixes
18/01/18,39,ketchup
18/01/18,39,waffles
18/01/18,39,aluminum foil
18/01/18,39,hand soap
18/01/18,39,hand soap
18/01/18,39,pork
18/01/18,39,butter
18/01/18,40,hand soap
18/01/18,40,sandwich bags
18/01/18,40,poultry
18/01/18,40,beef
18/01/18,40,coffee/tea
18/01/18,40,mixes
18/01/18,40,poultry
18/01/18,40,sandwich loaves
18/01/18,40,shampoo
18/01/18,40,ice cream
18/01/18,40,poultry
18/01/18,40,shampoo
18/01/18,41,milk
18/01/18,41,hand soap
18/01/18,41,fruits
18/01/18,41,poultry
18/01/18,41,coffee/tea
18/01/18,41,sugar
18/01/18,41,tortillas
18/01/18,41,soda
18/01/18,41,individual meals
18/01/18,41,tortillas
18/01/18,41,milk
18/01/18,41,toilet paper
18/01/18,41,soda
18/01/18,41,poultry
18/01/18,41,coffee/tea
18/01/18,41,spaghetti sauce
18/01/18,41,cheeses
18/01/18,41,flour
18/01/18,41,lunch meat
18/01/18,42,cereals
18/01/18,42,shampoo
18/01/18,42,waffles
18/01/18,42,bagels
18/01/18,42,mixes
18/01/18,42,shampoo
18/01/18,42,mixes
18/01/18,42,beef
18/01/18,42,dinner rolls
18/01/18,42,beef
18/01/18,42,shampoo
18/01/18,42,aluminum foil
18/01/18,42,individual meals
18/01/18,42,sugar
18/01/18,42,spaghetti sauce
18/01/18,42,juice
18/01/18,42,tortillas
18/01/18,42,shampoo
18/01/18,42,sandwich loaves
18/01/18,42,sandwich loaves
18/01/18,42,cheeses
18/01/18,42,waffles
18/01/18,42,cheeses
18/01/18,42,individual meals
18/01/18,42,pasta
18/01/18,42,paper towels
18/01/18,42,beef
18/01/18,42,juice
18/01/18,42,paper towels
18/01/18,42,ice cream
18/01/18,42,aluminum foil
19/01/18,43,toilet paper
19/01/18,43,butter
19/01/18,43,ketchup
19/01/18,43,shampoo
19/01/18,43,juice
19/01/18,43,mixes
19/01/18,43,milk
19/01/18,43,shampoo
19/01/18,43,tortillas
19/01/18,43,laundry detergent
19/01/18,43,flour
19/01/18,43,cereals
19/01/18,43,soap
19/01/18,43,toilet paper
19/01/18,43,butter
19/01/18,43,coffee/tea
19/01/18,43,cheeses
19/01/18,43,soap
19/01/18,43,soap
19/01/18,43,butter
19/01/18,43,sandwich loaves
19/01/18,43,milk
19/01/18,43,cereals
19/01/18,43,dinner rolls
19/01/18,43,poultry
19/01/18,43,dishwashing liquid/detergent
19/01/18,44,butter
19/01/18,44,hand soap
19/01/18,44,waffles
19/01/18,44,laundry detergent
19/01/18,44,shampoo
19/01/18,44,lunch meat
19/01/18,44,cheeses
19/01/18,44,hand soap
19/01/18,44,cereals
19/01/18,44,dishwashing liquid/detergent
19/01/18,44,soda
19/01/18,44,spaghetti sauce
19/01/18,44,aluminum foil
19/01/18,44,laundry detergent
19/01/18,44,flour
19/01/18,44,poultry
19/01/18,44,juice
20/01/18,45,butter
20/01/18,45,cereals
20/01/18,45,toilet paper
20/01/18,45,waffles
20/01/18,45,soda
20/01/18,45,pork
20/01/18,45,yogurt
20/01/18,45,pork
20/01/18,45,all- purpose
20/01/18,45,toilet paper
20/01/18,45,spaghetti sauce
20/01/18,45,toilet paper
20/01/18,45,laundry detergent
20/01/18,45,coffee/tea
20/01/18,45,all- purpose
20/01/18,45,coffee/tea
20/01/18,45,eggs
20/01/18,45,pork
20/01/18,45,eggs
20/01/18,45,all- purpose
20/01/18,45,soda
20/01/18,45,beef
20/01/18,46,hand soap
20/01/18,46,spaghetti sauce
20/01/18,46,sandwich bags
20/01/18,46,ice cream
20/01/18,46,fruits
20/01/18,46,soap
20/01/18,46,cheeses
20/01/18,46,waffles
20/01/18,46,tortillas
20/01/18,46,sugar
20/01/18,46,toilet paper
20/01/18,46,ketchup
20/01/18,46,beef
20/01/18,46,beef
20/01/18,46,poultry
20/01/18,46,milk
20/01/18,46,dinner rolls
20/01/18,46,dinner rolls
20/01/18,46,eggs
20/01/18,46,soap
20/01/18,46,paper towels
20/01/18,46,sandwich bags
20/01/18,46,soda
21/01/18,47,soda
21/01/18,47,waffles
21/01/18,47,beef
21/01/18,47,fruits
21/01/18,47,sandwich loaves
21/01/18,47,ketchup
21/01/18,47,cheeses
21/01/18,47,sugar
21/01/18,47,shampoo
21/01/18,47,butter
21/01/18,47,laundry detergent
21/01/18,47,poultry
21/01/18,47,waffles
21/01/18,47,soap
21/01/18,47,butter
21/01/18,47,lunch meat
21/01/18,47,aluminum foil
21/01/18,47,waffles
21/01/18,47,all- purpose
21/01/18,47,flour
21/01/18,47,ice cream
21/01/18,47,dishwashing liquid/detergent
21/01/18,47,lunch meat
21/01/18,47,dishwashing liquid/detergent
21/01/18,47,paper towels
21/01/18,47,all- purpose
21/01/18,47,sugar
21/01/18,47,shampoo
22/01/18,48,beef
22/01/18,48,mixes
22/01/18,48,individual meals
22/01/18,48,laundry detergent
22/01/18,48,coffee/tea
22/01/18,48,hand soap
22/01/18,48,pasta
22/01/18,48,individual meals
22/01/18,48,cereals
22/01/18,48,spaghetti sauce
22/01/18,48,pasta
22/01/18,48,cereals
22/01/18,48,fruits
22/01/18,48,flour
22/01/18,48,soap
22/01/18,48,individual meals
22/01/18,48,ketchup
23/01/18,49,laundry detergent
23/01/18,49,aluminum foil
23/01/18,49,sandwich bags
23/01/18,49,all- purpose
23/01/18,49,shampoo
23/01/18,49,beef
23/01/18,49,sandwich loaves
23/01/18,49,aluminum foil
23/01/18,49,ice cream
23/01/18,49,fruits
23/01/18,49,lunch meat
23/01/18,49,all- purpose
23/01/18,49,bagels
23/01/18,49,sandwich loaves
23/01/18,49,waffles
23/01/18,49,pork
23/01/18,50,cereals
23/01/18,50,beef
23/01/18,50,flour
23/01/18,50,sugar
23/01/18,50,beef
23/01/18,50,eggs
23/01/18,50,aluminum foil
23/01/18,50,pork
23/01/18,50,soda
23/01/18,50,mixes
23/01/18,50,ketchup
24/01/18,51,sandwich bags
24/01/18,51,sugar
24/01/18,51,pasta
24/01/18,51,sandwich loaves
24/01/18,51,mixes
24/01/18,51,butter
24/01/18,51,pasta
24/01/18,51,aluminum foil
24/01/18,51,tortillas
24/01/18,51,paper towels
24/01/18,51,yogurt
24/01/18,51,coffee/tea
24/01/18,51,sandwich bags
24/01/18,51,soda
24/01/18,51,poultry
24/01/18,51,aluminum foil
24/01/18,51,tortillas
24/01/18,51,eggs
24/01/18,51,flour
24/01/18,51,dishwashing liquid/detergent
24/01/18,51,sugar
24/01/18,51,shampoo
24/01/18,51,aluminum foil
25/01/18,52,hand soap
25/01/18,52,cereals
25/01/18,52,mixes
25/01/18,52,cereals
25/01/18,52,pork
25/01/18,52,cheeses
25/01/18,52,poultry
25/01/18,52,all- purpose
25/01/18,52,ketchup
25/01/18,52,dishwashing liquid/detergent
25/01/18,52,hand soap
25/01/18,52,beef
25/01/18,52,ketchup
25/01/18,52,mixes
25/01/18,52,ice cream
25/01/18,52,sandwich loaves
25/01/18,52,butter
25/01/18,52,dinner rolls
26/01/18,53,flour
26/01/18,53,flour
26/01/18,53,butter
26/01/18,53,lunch meat
26/01/18,53,toilet paper
26/01/18,53,tortillas
26/01/18,53,laundry detergent
26/01/18,53,milk
26/01/18,53,poultry
26/01/18,53,laundry detergent
26/01/18,53,milk
26/01/18,53,soda
26/01/18,53,butter
26/01/18,53,spaghetti sauce
26/01/18,53,bagels
26/01/18,53,sugar
26/01/18,53,fruits
26/01/18,53,ice cream
26/01/18,53,laundry detergent
26/01/18,53,aluminum foil
26/01/18,53,dinner rolls
26/01/18,53,milk
26/01/18,53,laundry detergent
27/01/18,54,pasta
27/01/18,54,butter
27/01/18,54,waffles
27/01/18,54,aluminum foil
27/01/18,54,coffee/tea
27/01/18,54,mixes
27/01/18,54,paper towels
27/01/18,54,juice
27/01/18,54,tortillas
27/01/18,54,dinner rolls
27/01/18,54,eggs
27/01/18,54,shampoo
27/01/18,54,waffles
27/01/18,54,ketchup
27/01/18,54,shampoo
27/01/18,54,soda
27/01/18,54,mixes
27/01/18,54,sugar
27/01/18,54,juice
27/01/18,54,soap
27/01/18,54,mixes
27/01/18,54,juice
28/01/18,55,dishwashing liquid/detergent
28/01/18,55,tortillas
28/01/18,55,soda
28/01/18,55,beef
28/01/18,55,flour
28/01/18,55,eggs
28/01/18,55,cheeses
28/01/18,55,lunch meat
28/01/18,55,coffee/tea
28/01/18,55,yogurt
28/01/18,55,dinner rolls
28/01/18,55,ice cream
28/01/18,55,pasta
28/01/18,55,fruits
28/01/18,55,fruits
28/01/18,55,paper towels
28/01/18,55,dishwashing liquid/detergent
28/01/18,55,soda
28/01/18,55,pasta
28/01/18,55,ice cream
28/01/18,55,poultry
29/01/18,56,shampoo
29/01/18,56,poultry
29/01/18,56,eggs
29/01/18,56,eggs
29/01/18,56,ketchup
29/01/18,56,beef
29/01/18,56,toilet paper
29/01/18,56,soda
29/01/18,56,pork
29/01/18,56,ice cream
29/01/18,56,hand soap
29/01/18,56,shampoo
29/01/18,56,yogurt
29/01/18,56,fruits
29/01/18,56,waffles
29/01/18,56,dinner rolls
29/01/18,56,flour
29/01/18,56,juice
29/01/18,56,eggs
29/01/18,56,sugar
30/01/18,57,shampoo
30/01/18,57,spaghetti sauce
30/01/18,57,shampoo
30/01/18,57,ice cream
30/01/18,57,waffles
30/01/18,57,soda
30/01/18,57,dishwashing liquid/detergent
30/01/18,57,lunch meat
30/01/18,57,soap
30/01/18,57,juice
30/01/18,57,all- purpose
30/01/18,57,ketchup
30/01/18,57,individual meals
30/01/18,57,fruits
30/01/18,57,spaghetti sauce
30/01/18,57,individual meals
30/01/18,57,cereals
